Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-arab-bank-muscat-city-center-branch,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-arab-bank-boshar-branch,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-arab-bank-alburaimi-branch,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/bank-muscat-royal-hospital,,,,,
Oman Arab Bank Ghala Branch,+968 24754752,,,corporatebanking@oman-arabbank.com,Muscat Area,Ghallah,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,1419,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-ghala-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
Bank Muscat Head Office Branch,+968 24795555,,,care@bankmuscat.com,"Al Matar St.,Seeb Air Port Bridge, Muscat",Al Seeb,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,,1227,,https://oman.arablocal.com/business/view/bank-muscat-head-office-branch,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Oman Arab Bank Al-Ghubrah Branch,+968 24754359,,,corporatebanking@oman-arabbank.com,Muscat Area,Al Ghubra,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,1094,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-alghubrah-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
Bank Muscat Al Ansab,+968 24795555,,,care@bankmuscat.com,"AL-Ansab, Way 286 Al-Ansab, Muscat",Muscat,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,,1137,,https://oman.arablocal.com/business/view/bank-muscat-al-ansab,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Oman Arab Bank Al-Musannah Branch,+968 24754397,,,corporatebanking@oman-arabbank.com,Al-Batina Area,Al Musanaa,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,0,1086,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-almusannah-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
Oman Arab Bank Sur Branch,+968 24754732,,,corporatebanking@oman-arabbank.com,Al Sharqiyah Area,Sur,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,1072,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-sur-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
Qatar National Bank Muscat Main Branch,+968 24725445,,,,"Near Markzi Mutrah Al Tijari Street, Muscat",Muscat,Oman,"QNB was founded on 6 June 1964 as the country's first domestically-owned commercial bank. It had 35 employees in its first year and was initially headquartered in a government-owned building in Qatar's capital city, Doha.[6] The two currencies in circulation at the time were the Indian rupee and British pound. As Qatar's population continued increasing through the century, QNB started establishing branches in other parts of the country.[6] In 1974, the first branches outside of Doha were open...",http://www.qnb.com/,0,1065,,https://oman.arablocal.com/business/view/qatar-national-bank-muscat-main-branch,https://www.facebook.com/QNBGroup/,https://www.instagram.com/qnbqatar/,https://www.linkedin.com/company/qatar-national-bank-group,https://twitter.com/qnbgroup,
Standard Chartered Bank,+968 24773669,,,customercare.oman@sc.com,"Super Plaza (6th floor) Building # 340,Way # 4805 Al Athaiba,Muscat",Al Athaiba,Oman,"Standard Chartered Bank Oman is a core part of Standard Chartered Group’s strategic footprint in the Middle East Region, combining international expertise and capabilities with deep-rooted local knowledge and insights to deliver award winning solutions to clients. Standard Chartered aspires to be recognized by its stakeholders as the Best International Bank, leading the way in its chosen market segments in Oman. The Bank offers a range of Products and Services in Corporate & Institutional Ban...",http://www.sc.com/om,0,1054,,https://oman.arablocal.com/business/view/standard-chartered-bank,https://www.facebook.com/standardchartered,https://www.instagram.com/stanchart/,https://www.linkedin.com/company/standardchartered/,https://www.twitter.com/stanchart,https://www.youtube.com/standardchartered
Bank Muscat Jaalan Bani Bu Ali,+968 24795555,,,care@bankmuscat.com,"Jaalan Bani Bu Ali street ,Jaalan Bani Bu Ali, Sharqiya",Jaalan Bani Bu Ali,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,,1053,,https://oman.arablocal.com/business/view/bank-muscat-jaalan-bani-bu-ali,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Bank Muscat Bataha Hilal Suwaiq,+968 24795555,,,care@bankmuscat.com,"As Suwaiq,Suwaiq, South Batinah",Al Suwaiq,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,1033,,https://oman.arablocal.com/business/view/bank-muscat-bataha-hilal-suwaiq,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Bank Muscat Falaj Al Qabail,+968 24795555,,,care@bankmuscat.com,"Sur Al Abri,Falaj Al Qabail, North Batinah",Falaj Al Qabail,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,,1006,,https://oman.arablocal.com/business/view/bank-muscat-falaj-al-qabail,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Bank Muscat Dahariz,+968 24795555,,,care@bankmuscat.com,"Al Ahquaf St,Salalah, Dhofar",Al Dahareez,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,932,,https://oman.arablocal.com/business/view/bank-muscat-dahariz,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
National Bank of Oman Ibri Branch,,,,,Al Murtafa Ibri Area,Ibri,Oman,National Bank of Oman Ibri Branch,http://www.nbo.om/en/Pages/Personal-Banking/Home.aspx,0,893,,https://oman.arablocal.com/business/view/national-bank-of-oman-ibri-branch,https://www.facebook.com/nationalbankofomanofficial,https://instagram.com/nationalbankoman,,https://twitter.com/nbobank,https://www.youtube.com/user/nationalbankofoman
Oman Arab Bank Al Saada Branch,+968 24754807,,,corporatebanking@oman-arabbank.com,Dhofar Area,Al Saadah,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,0,887,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-al-saada-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
National Bank of Oman Amerat Branch,,,,,Ametat Shell,Al Amarat,Oman,National Bank of Oman Amerat Branch,http://www.nbo.om/en/Pages/Personal-Banking/Home.aspx,,887,,https://oman.arablocal.com/business/view/national-bank-of-oman-amerat-branch,https://www.facebook.com/nationalbankofomanofficial,https://instagram.com/nationalbankoman,,https://twitter.com/nbobank,https://www.youtube.com/user/nationalbankofoman
Oman Arab Bank Ruwi Branch,+968 24754410,+968 24754438,+968 24754988,corporatebanking@oman-arabbank.com,Muscat Area,Ruwi,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,0,867,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-ruwi-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
Bank Muscat Ghala Industrial Area Branch,+968 24795555,,,care@bankmuscat.com,"6420 Way,Ghala, Muscat",Ghallah,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,875,,https://oman.arablocal.com/business/view/bank-muscat-ghala-industrial-area-branch,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Bank Muscat Muscat Branch,+968 24795555,,,care@bankmuscat.com,"Muscat Block 180-184,Muscat, Muscat",Muscat,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,848,,https://oman.arablocal.com/business/view/bank-muscat-muscat-branch,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Bank Muscat Awqadain,+968 24795555,,,care@bankmuscat.com,"Awqadain, A sultan Saeed Bin Sultan St,Awqadain, Dhofar",Al Awqadain,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,823,,https://oman.arablocal.com/business/view/bank-muscat-awqadain,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Oman Arab Bank Qalat Al Awamer Izki Branch,,,,corporatebanking@oman-arabbank.com,Al-Dakhliliya Area,Izki,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,828,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-qalat-al-awamer-izki-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
Bank Muscat Salalah Port Branch,+968 24795555,,,care@bankmuscat.com,"As Sultan Qaboos St 47,Salalah, Dhofar",Salalah,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,818,,https://oman.arablocal.com/business/view/bank-muscat-salalah-port-branch,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
Bank Muscat Marmul,+968 24795555,,,care@bankmuscat.com,"Marmul, Dhofar",Marmul,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,0,818,,https://oman.arablocal.com/business/view/bank-muscat-marmul,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
National Bank of Oman Qurum,,,,,Bareeq Al-Shati,Al Qurum,Oman,National Bank of Oman Qurum,http://www.nbo.om/en/Pages/Personal-Banking/Home.aspx,0,789,,https://oman.arablocal.com/business/view/national-bank-of-oman-qurum,https://www.facebook.com/nationalbankofomanofficial,https://instagram.com/nationalbankoman,,https://twitter.com/nbobank,https://www.youtube.com/user/nationalbankofoman
