Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Country,About,Website,Rating,Views,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/the-sultans-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/tabarak-private-school,,,,,
Nizwa Private School LLC,+968 25410057,,,,Nizwa -,Nizwa,Oman,Nizwa Private School LLC,,0,1161,https://oman.arablocal.com/business/view/nizwa-private-school-llc,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-raneem-private-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/capital-private-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/sarh-al-jaameah-private-school,,,,,
Al Insherah School For Quran,+968 24541266,,,alinsherahschool@yahoo.com,-,Ruwi,Oman,Al Insherah School For Quran,,0,1109,https://oman.arablocal.com/business/view/al-insherah-school-for-quran,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-mawhiba-private-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/pakistan-school-muscat,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/aba-oman-international-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/masabeh-al-huda-for-holy-quran-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-ibdaa-private-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-injaz-private-school,,,,,
OLD INDIAN SCHOOL Al Hail,,,,,"J6FH+773, Seeb, Oman",Al Seeb,Oman,OLD INDIAN SCHOOL Al Hail,,,987,https://oman.arablocal.com/business/view/old-indian-school-al-hail,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-rayyan-private-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-hikma-private-school-bousher,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-zulfa-school-for-holly-quran,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-batinah-international-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/new-world-international-school,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/modern-school-international-llc,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/united-private-schools-athaiba-branch,,,,,
arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/assafwah-schools,,,,,
Capital Private School Muscat,+968 24480355,+968 99801655,,cps20102011@hotmail.com,"Madinat Sultan Qaboos,HCQR+H4P, Al Maha St, Muscat, Oman",Madinat Al Sultan Qaboos,Oman,"The Capital Private School (CPS) is a 3 decades old institution located in the Madinat Sultan Qaboos area in Muscat, the capital city of the Sultanate of Oman. The school offers Kindergarten to General Education Diploma level education. The medium of instruction are English and Arabic where the majority of the students have English as the medium of instruction. In an expression of its commitment to enhance the uses of technology in teaching and learning as well as to instill in learners a wid...",http://www.cpsoman.com/,,1372,https://oman.arablocal.com/business/view/capital-private-school-muscat,https://www.facebook.com/Capital.Private.School,https://www.instagram.com/cps.oman/,,https://twitter.com/cpsoman,
Seeb International School,+968 24284800,+968 24284888,,info@abqseeb.edu.om,"Al khoud,seeb,muscat",Al Seeb,Oman,At Seeb international school our aspirations are high for all our students. We are not just looking at K-12 education as an end in itself as our sights are way beyond this. We take the responsibility to prepare each of our students for what lies ahead in life as our main focus. Our students are not only taught core academic knowledge but also learn essential 21st Century skills which is a powerful combination needed to realize their potential in a fast-changing world. At ABQ Seeb Internationa...,http://www.abq.edu.om/seeb-international-school/,,1239,https://oman.arablocal.com/business/view/seeb-international-school,https://www.facebook.com/abqseeb,https://www.instagram.com/abqseeb/,,https://twitter.com/abqseeb,
The International School of Choueifat,+968 24534000,,,info@iscmuscat.sabis.net,"P.O. Box 1104, Postal Code 111 C.P.O, Muscat",Muscat,Oman,"Welcome to the International School of Choueifat – Muscat (ISC-Muscat), a member of the global SABIS® Network. Like all SABIS® Network schools, ISC-Muscat implements the proven SABIS® Educational System and prepares students for internationally recognized external examinations. ISC-Muscat is a multinational, non-selective, co-educational, independent, English-medium day school serving both the local and multinational communities and catering to students from 3 to 18 years old (Kindergarten th...",http://iscmuscat.edu.om/,0,1142,https://oman.arablocal.com/business/view/the-international-school-of-choueifat,https://www.facebook.com/isc.muscat.oman,https://www.instagram.com/iscmuscat,,https://twitter.com/SABIS_Education,
Sohar International School,+968 26648800,,,info@abqsohar.edu.om,sohar,Sohar,Oman,"The history of ABQ schools starts with the venerable Azzan Bin Qais International School – a pioneer and an iconic presence in the Omani private education landscape. Started in 1990, it is an embodiment of transformation and development of Oman as a country and its education system. Azzan Bin Qais School was acquired by Al Omania Education in 2009, followed by a significant expansion and upgrade of the campus. Al Omania continued its commitment to the education sector by launching As Seeb Int...",http://www.abq.edu.om/sohar-international-school/,,1114,https://oman.arablocal.com/business/view/sohar-international-school,https://www.facebook.com/abqsohar/,https://www.instagram.com/abqsohar/,,https://twitter.com/sisohar,
Salalah International School,+968 23320100,+968 98064700,+968 23320200,info@sisoman.com,"P.O. Box 268, Postal Code 214,Dahariz Salalah",Salalah,Oman,"Salalah International School (SIS) is the first independent international co-educational school located in Salalah, in the Sultanate of Oman’s Dhofar Governorate, under the supervision of Oman’s Ministry of Education. SIS is privately owned and operated by an independent board. The school is a registered Cambridge International School and a full-fledged member of the Council of International Schools (CIS), based out of the Netherlands. Salalah International School aims to create a supportive ...",http://www.edarabia.com/salalah-international-school-salalah-oman/,,1080,https://oman.arablocal.com/business/view/salalah-international-school,https://www.facebook.com/sisoman/,https://www.instagram.com/salalahinternationalschool/,https://www.linkedin.com/company/salalah-international-school,https://twitter.com/SISOmanTweets,
Dorat Al Khaleej Private School Ghubra Branch,+968 24493206,,,info@dorat-alkhaleej.com,"North Ghubra,muscat",Al Ghubra,Oman,Dorat AL-Khaleej Private School in Al Ghubra area is a comprehensive twelve-year private sector school enrolling around 1300 students in grades 1–12. The school was established in 2003 (06/08/2003) and its first senior class graduated in 2012. Dorat AL-Khaleej Private School is accredited by Cambridge University.,http://dak.edu.om/about/al-ghubra-branch,,1000,https://oman.arablocal.com/business/view/dorat-al-khaleej-private-school-ghubra-branch,,https://www.instagram.com/dakschool/,,,
Sri Lankan School Muscat,+968 24811005,+968 24811006,+968 24811007,info@slsm.edu.om,P.O.BOX: 2433 Ruwi Postal Code :112,Ruwi,Oman,"The story of Sri Lankan School Muscat started in June 1988 with a very dedicated and devoted group of individuals whose vision was to see a community school for the Sri Lankans in the Sultanate of Oman. The then ambassador, Mr Gamini Gunawardana, the Charge D’ Affairs of the Sri Lankan Embassy, the Late Mr W D Perera, the Late Mr J L Karunadasa, Mr Upul Siriwardena, Mr S Ramanan and Mr Anslem Perera were the stalwarts behind this magnanimous thought which has borne fruit today and is flourish...",http://www.slsm.edu.om/,,968,https://oman.arablocal.com/business/view/sri-lankan-school-muscat,,,,,
Beaconhouse Al Khuwair Campus,,,,comms.akc@beaconhouse-qrm.edu.om,"Al Khuwair South, Street 2725,Building No. 1/A/2661, Complex No 227, Muscat 116",Al Khuwiar,Oman,"Beaconhouse School Al Khuwair is an accredited partner of Cambridge Assessment International Examinations (CAIE) and follows the British Curriculum through Key Stages 1, 2 and 3, as well as IGCSE at Key Stage 4 and choice of A-Level or General Education Diploma.We believe that student engagement is very important, as are links with our parents and with the community. We feel it is important to get to know every child and every family, and we develop an understanding of every child’s strengths...",http://alkhuwair.beaconhouse.edu.om/enquire-now,,962,https://oman.arablocal.com/business/view/beaconhouse-al-khuwair-campus,https://www.facebook.com/BeaconhouseAlKhuwair,https://www.instagram.com/BeaconhouseAlKhuwair,,,https://www.youtube.com/channel/UCwdn313DMrUKw-9PUDcT8og
AL Shomoukh International School,+968 96523508,+968 24284756,+968 24284770,admission@alshomoukh.com,"Road 106, Way 208, Building 323 Hay Al Hail, Al Jadeed, Al Hail South, P.O. Box: 938, PC: 130, Al Azaibah Muscat",Al Hail,Oman,"Al Shomoukh International School (SIS) is an International School in South Al Hail in Muscat. It aims to be a beacon of international educational excellence for local and expatriate male and female students using English as the main medium of instruction. Since opening in September 2015, Al Shomoukh International School has been on the leading edge of preparing students for their future, the entire community of Al Shomoukh International School teachers, instructional assistants, administrator...",http://www.alshomoukh.com/,0,910,https://oman.arablocal.com/business/view/al-shomoukh-international-school,https://www.facebook.com/sismuscat/,https://www.instagram.com/alshomoukhschool/,https://om.linkedin.com/in/al-shomoukh-international-school-953aa0171,https://twitter.com/ShomoukhSchool,https://www.youtube.com/channel/UC7ftr6kS9rUbVWTL-3f_Now
The Gulf International School,+968 91143593,,,,"Building Number 188, Way Number 4603, 18 November Street, North Azaiba - Muscat",Al Azaiba,Oman,"The Gulf International School is a non-selective, co-educational, English medium school. Started in September 2013, GIS aims at nurturing students from Kindergarten to Year 13. The school is home to young people from the local and expatriate communities, thus creating a thriving and multicultural learning environment. The curriculum is formulated around the British National Curriculum with suitable modifications taking in to consideration an international mix of students and their requirement...",http://www.giseduom.com/,,908,https://oman.arablocal.com/business/view/the-gulf-international-school,,,,,
Knowledge Gate International School,+968 24073500,,,,Way 2947 Al Marafah Street Al Hail - Muscat,Al Hail,Oman,"Knowledge Gate International School (KGIS) is a premium school offering quality education from Kindergarten to University. Located in Al Hail South, one of Muscat’s most dynamic and growing neighbourhoods, the KGIS ethos is to cultivate an inspiring, safe and exceptional environment – where imagination and the unique contribution of every single student is encouraged and valued. As a school, we believe in equipping our students with the confidence and skills to believe that they are capable o...",http://www.kgis.edu.om/,,871,https://oman.arablocal.com/business/view/knowledge-gate-international-school,https://www.facebook.com/kgisoman/,https://www.instagram.com/kgisinspired,,,
Al Maha Private School,+968 24950422,,,,"Villa # 2879, Way 2333, Madinat Qaboos, Muscat",Madinat Al Sultan Qaboos,Oman,"Al Maha Private School is an English National Curriculum based Primary School offering the Cambridge International Primary curriculum currently for Kindergarten 1 & 2 and Years 1 - 4. We are located in Madinat Qaboos, Muscat, the Sultanate of Oman. If your child will be less than 3.2 on August 31, 2023, they are too young to be registered in kindergarten. In this instance, please contact and visit our nursery school, Bright Beginnings in Madinat Qaboos.",http://www.almaha.edu.om/,,868,https://oman.arablocal.com/business/view/al-maha-private-school,,,,,
The American International School of Muscat,+968 24595180,,,,"Way 6302, Bldg. B/86,Ghala Street,Azaiba",Azaiba,Oman,"TAISM is a special place. Located in the heart of Muscat, it is an oasis of learning, growth, and care for the international community. As the only international school offering an American-based education in the Sultanate of Oman, we combine a premier and extensive program of academics and activities with the exciting experience of living and learning in this vibrant country. Learning at TAISM is truly unique. Parents value TAISM for our high standards of integrating academic excellence with...",http://www.taism.com/,,858,https://oman.arablocal.com/business/view/the-american-international-school-of-muscat,https://www.facebook.com/taism.oman,https://www.instagram.com/taism_school/,https://www.linkedin.com/company/1698654/,,https://www.youtube.com/channel/UCP28sVhsGEdThJYkwDOO38A
Bangladesh School Muscat,+968 24497127,,,,"Building No: 305, Way No: 3605 18 November Street, Al Ghubrah (North) - Muscat",Al Ghubra,Oman,"We believe in the complete nurturing of our students; to develop them to their fullest intellectual, social, emotional and physical potential. As all students do not possess equal ability in all fields, we take that into account and our instructional program is planned accordingly. We believe in giving an equal opportunity for education to all in accordance with their personal, physical and social needs. BSM was established with an aim to give quality education of international standard to th...",http://ww7.bdschoolmuscat.com/,,853,https://oman.arablocal.com/business/view/bangladesh-school-muscat,,,,,
