Name,Phone_1,Phone_2,Location,Area,Governorate,Country,About,Website,Rating,Views,URL
Al Razi Pharmacy,+974 44414664,+974 44414088,Opp Souq Jaber P.O.Box 1052,,,Qatar,Al Razi Pharmacy,,,2413,https://qatar.arablocal.com/business/view/al-razi-pharmacy
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/aljaber-opticians-tawar-mall-branch
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-duhail-medical-center
Al Salam Medical Center Ein Khaled Branch,+974 44441042,,Doha,,,Qatar,Al Salam Medical Center Ein Khaled Branch,http://www.alsalammedicalcenter.com,,6922,https://qatar.arablocal.com/business/view/al-salam-medical-center-ein-khaled-branch
European For Medical Equipment And Services,+974 77889579,,"Salwa Rd, Doha",Salwa Rd,,Qatar,European For Medical Equipment And Services,http://www.emesqatar.com,,4083,https://qatar.arablocal.com/business/view/european-for-medical-equipment-and-services
City Medical Center Al Maamoura Doha,+974 44414995,,"Al Maamoura Saad Bin Majed Bldg, / 49 / Zone: 56 / Street: 780, Doha",Al Maamoura Saad Bin Majed Bldg,/ 49 / Zone: 56 / Street: 780,Qatar,City Medical Center Al Maamoura Doha,http://www.citymedical-center.com,0,3329,https://qatar.arablocal.com/business/view/city-medical-center-al-maamoura-doha
Kulud Pharmacy Hamad International airport Doha,+974 40182036,,"Hamad International Airport, Departure terminal B, Taxi Rte, Doha",Hamad International Airport,Taxi Rte,Qatar,Kulud Pharmacy Hamad International airport Doha,http://www.kulud-pharmacy.com,0,3048,https://qatar.arablocal.com/business/view/kulud-pharmacy-hamad-international-airport-doha
Beauty Clinic By Turkish Hospital,+974 44992499,,"Behind Turkish Hospital, Ali Bin Abi Talib St, Al nuzha Signal, Doha",Behind Turkish Hospital,Al nuzha Signal,Qatar,Beauty Clinic By Turkish Hospital,http://www.thbeautyclinic.com,,2958,https://qatar.arablocal.com/business/view/beauty-clinic-by-turkish-hospital
Hmc Staff Clinic,+974 44395888,,"Doha, Qatar",Doha,,Qatar,Hmc Staff Clinic,http://www.hamad.qa,,2955,https://qatar.arablocal.com/business/view/hmc-staff-clinic
Al Hekma Medical Center,+974 44141977,,"Umm Al Dome St, Ar-Rayyan, Qatar",Umm Al Dome St,Ar-Rayyan,Qatar,Al Hekma Medical Center,http://www.hekmahealth.com,,2790,https://qatar.arablocal.com/business/view/al-hekma-medical-center
Al Aziziya Medical Center,+974 44692425,,"Doha, Qatar",Doha,,Qatar,Al Aziziya Medical Center,http://www.alaziziyamedicalcenter.com,,2342,https://qatar.arablocal.com/business/view/al-aziziya-medical-center
Naseem Medical Centre Wakrah,+974 50539000,,"Al Gaffa Street, Zone 90 Street 670, Al Wakrah, Qatar",Al Gaffa Street,Al Wakrah,Qatar,Naseem Medical Centre Wakrah,http://www.naseemalrabeeh.com,0,2328,https://qatar.arablocal.com/business/view/naseem-medical-centre-wakrah
Barzan Medical Center,+974 70032086,,Umm Salal Muhammed,,,Qatar,Barzan Medical Center,http://www.business.site,,2321,https://qatar.arablocal.com/business/view/barzan-medical-center
