Name,Phone_1,Phone_2,Location,Area,Governorate,Country,About,Website,Rating,Views,URL,Twitter
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/celerity-shipping-and-forwarding-co-wll,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-jaleel-trading-co-w-l-l,
Apple Tree Trading Wll,+974 70306171,,Doha,,,Qatar,Apple Tree Trading Wll,,,1540,https://qatar.arablocal.com/business/view/apple-tree-trading-wll,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/micco-qatar-wll,
Al Manhal Water Factory Warehouse,+974 44335777,,"Street 14, Ar-Rayyan, Qatar",Street 14,Ar-Rayyan,Qatar,Al Manhal Water Factory Warehouse,,,1486,https://qatar.arablocal.com/business/view/al-manhal-water-factory-warehouse,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/tvs-cargo-services,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/agape-international-logistics-co-wll,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/al-kawther-trading-and-contracting-company,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/the-professional-couriers-and-logistics,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/container-freight-station-qatar,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/sea-air-logistics-and-transport,
arablocal.com | 520: Web server is returning an unknown error,,,,,,Qatar,,,,,https://qatar.arablocal.com/business/view/fischer-warehouse-adastra-wll,
Budget Qatar Cargo WLL,+974 66461856,,"Hiteen St, Doha, Qatar",Hiteen St,Doha,Qatar,Budget Qatar Cargo WLL,http://www.budgetcargo.net,,2414,https://qatar.arablocal.com/business/view/budget-qatar-cargo-wll,
Schenker Logistics WLL,+974 44995755,,"Transworld Tower 2, Al Aaliya St, Doha, Qatar P.O.Box 21819",Transworld Tower 2,Doha,Qatar,Schenker Logistics WLL,http://www.dbschenker.com,,2164,https://qatar.arablocal.com/business/view/schenker-logistics-wll,
Al Sheikh Logistics and Heavy Equipment Rental Al Sheikh Transport and Cargo Svcs Wll,+974 919886644980,+974 40376076,"C Ring Rd / St 48, St 52 Indl Area / C-27, 1St Flr Banaswadi Main Rd Kalyan Nagar, Bangalore P.O.Box 12715",C Ring Rd / St 48,1St Flr Banaswadi Main Rd Kalyan Nagar,Qatar,"The Firm of Al Sheikh Transport was founded in 2002 and ranks amongst the leading transport provider in Doha-Qatar. Since inception, the core business has been Logistics and Heavy Equipment Rental (ASLR) services.The Management of the group has always been under the personal care of its all its Directors, who enjoy an excellent rapport with the business community and Service Provider Industry as well as local authorities.",http://www.alsheikhlogistics.com ^ www.alsheikhtransport.com ^ www.dslineshipping.com,,2111,https://qatar.arablocal.com/business/view/al-sheikh-logistics-and-heavy-equipment-rental-al-sheikh-transport-and-cargo-svcs-wll,
Aramex,+974 44200100,+974 44200111,"Al Ali Bldg, Next To Q I C Bldg, Wholesale Market St P.O.Box 23151",Al Ali Bldg,Next To Q I C Bldg,Qatar,,http://www.aramex.com,0,2021,https://qatar.arablocal.com/business/view/aramex,http://www.aramex.com
Blooming Heights Llc,+974 44652086,,"2Nd Flr, Al Ahli Bank, Nr Landmark Mall P.O.Box 23825",2Nd Flr,Al Ahli Bank,Qatar,"Blooming Heights L.L.C (BHL) is a trading, contracting and transport company that has been in Qatar since 2009. Blooming Heights is sister company to Redco Construct Pakistan Pvt. Ltd., which has been in the construction and trading business in Pakistan for over 25 years.",http://www.bhl.qa,,1950,https://qatar.arablocal.com/business/view/blooming-heights-llc,
Affinity Logistics Co Wll,+974 44677884,+974 44569911,"Al Hail Bldg, Airport Rd P.O.Box 23608",Al Hail Bldg,,Qatar,Affinity Logistics Co Wll,http://www.affinitylog.com,,1886,https://qatar.arablocal.com/business/view/affinity-logistics-co-wll,
Draieh Logistic Services Co Wll,+974 44447387,+974 44447513,"Al Sadd Mosque, Ibn Umayah St, Doha, Qatar P.O.Box 5113",Al Sadd Mosque,Doha,Qatar,Draieh Logistic Services Co Wll,http://www.damacgroup.com,0,1628,https://qatar.arablocal.com/business/view/draieh-logistic-services-co-wll,
Ceva Logistics Qatar Wll,+974 44369467,+974 44369439,"3Rd Flr, Bldg 7, Al Hitmi Village, C Ring Rd P.O.Box 23620",3Rd Flr,Al Hitmi Village,Qatar,Ceva Logistics Qatar Wll,http://www.cevalogistics.com,,1555,https://qatar.arablocal.com/business/view/ceva-logistics-qatar-wll,
