Category,URL,Scraped_At,Runtime_Sec,Name,Phone_1,Phone_2,Phone_3,WhatsApp,Email,Location,Area,Governorate,Country,About,Website,Rating,Views,Fax
health-care,https://qatar.arablocal.com/business/view/kulud-pharmacy-hamad-international-airport-doha,2026-04-14 19:11:53,117098,Kulud Pharmacy Hamad International airport Doha,+974 40182036,,,,,"Hamad International Airport, Departure terminal B, Taxi Rte, Doha",Hamad International Airport,Taxi Rte,Qatar,Kulud Pharmacy Hamad International airport Doha,http://www.kulud-pharmacy.com,,3048,
health-care,https://qatar.arablocal.com/business/view/ebn-sina-pharmacy-msheireb,2026-04-14 19:11:53,117098,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
health-care,https://qatar.arablocal.com/business/view/al-dafna-medical-center,2026-04-14 19:11:55,117098,Al Dafna Medical Center,,,,,,"Al Jamiaa St, Doha",Al Jamiaa St,,Qatar,Al Dafna Medical Center,,,3035,
health-care,https://qatar.arablocal.com/business/view/family-medical-polyclinic-al-aziziyah,2026-04-14 19:11:55,117098,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
health-care,https://qatar.arablocal.com/business/view/beauty-clinic-by-turkish-hospital,2026-04-14 19:11:56,117098,Beauty Clinic By Turkish Hospital,+974 44992499,,,,,"Behind Turkish Hospital, Ali Bin Abi Talib St, Al nuzha Signal, Doha",Behind Turkish Hospital,Al nuzha Signal,Qatar,Beauty Clinic By Turkish Hospital,http://www.thbeautyclinic.com,,2958,
health-care,https://qatar.arablocal.com/business/view/al-hekma-medical-center,2026-04-14 19:11:57,117098,Al Hekma Medical Center,+974 44141977,,,,,"Umm Al Dome St, Ar-Rayyan, Qatar",Umm Al Dome St,Ar-Rayyan,Qatar,Al Hekma Medical Center,http://www.hekmahealth.com,,2790,
health-care,https://qatar.arablocal.com/business/view/aljazeera-medical-center-abusidra-branch,2026-04-14 19:11:58,117098,Aljazeera Medical center Abusidra Branch,+974 44688024,,,,,"Bldg.No.30 Al silia Road ST .No.870 Zone 55,Al Rayyan",Bldg.No.30 Al silia Road ST .No.870 Zone 55,,Qatar,Aljazeera Medical center Abusidra Branch,,,4051,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-bin-omran,2026-04-14 23:27:04,132421,Tea Time Bin Omran,+974 44877041,,,,,Doha,,,Qatar,Tea Time Bin Omran,http://www.teatimeqatar.com,,3837,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-al-khor-branch-1,2026-04-14 23:27:06,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/noora-cafe,2026-04-14 23:27:08,132421,Noora Cafe,+974 70558376,,,,,Al Khor,,,Qatar,,https://www.instagram.com,,2860,
cafeterias,https://qatar.arablocal.com/business/view/batteel-bakery-and-caf,2026-04-14 23:27:10,132421,Batteel Bakery West Bay,+974 44931211,,,,info@batteel.com,DohaAl-Istikal Street-Westbay Petroleum Station,,,Qatar,Batteel Bakery West Bay,http://www.batteel.com/,,2718,
cafeterias,https://qatar.arablocal.com/business/view/nespresso-doha-festival-city,2026-04-14 23:27:11,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/batteel-caf-doha-branch3,2026-04-14 23:27:14,132421,Batteel Head Office,+974 44312313,+974 44314805,,,info@batteel.com,"Suite #7, 2nd floor, Souq Mirqab, Salwa Road Beside Qatar Medical Center, P.O.Box 7775",Suite #7,Salwa Road Beside Qatar Medical Center,Qatar,Batteel Head Office,http://www.batteel.com/,,2527,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-ash-shahaniyah,2026-04-14 23:27:15,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/dahab-restaurant-and-cafe,2026-04-14 23:27:17,132421,Dahab Restaurant And Cafe,+974 33999732,,,,,"Al Sharq, Doha",Al Sharq,,Qatar,Dahab Restaurant And Cafe,http://www.dahab.qa,,2318,
cafeterias,https://qatar.arablocal.com/business/view/adani-tea,2026-04-14 23:27:18,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/nespresso-the-pearl,2026-04-14 23:27:20,132421,Nespresso The Pearl,+974 44885581,,,,info@bluesalon.com,"Porto Arabia, The Pearl",Porto Arabia,,Qatar,"The Nespresso story began with a simple idea: enable anyone to create the perfect cup of espresso coffee – just like a skilled barista. From its beginning in 1986, Nespresso has redefined and revolutionised the way millions of people enjoy their espresso coffee. It has shaped the global coffee culture. Every Nespresso capsule sold in the world is produced in one of our three state-of-the-art production centres in Switzerland.",http://www.abuissa.com,,2006,
cafeterias,https://qatar.arablocal.com/business/view/cafe-noir,2026-04-14 23:27:21,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/al-sadd-sc-swimming-academy,2026-04-14 23:27:22,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/city-gym-ladies-wakra,2026-04-14 23:27:23,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/kerala-ayurvedic-spa-massage-center-for-ladies-doha-qatar,2026-04-14 23:27:25,132421,Kerala Ayurvedic Spa Massage Center For Ladies,+974 50007714,,,,,"Al Nasser, Al Mirqab Al Jadeed St",Al Nasser,,Qatar,Kerala Ayurvedic Spa Massage Center For Ladies,http://kerala-massage-center-for-ladies-doha-qatar.business.site/?utm_source=gmb&utm_medium=referral,,4791,
business-b2b,https://qatar.arablocal.com/business/view/al-misnad-services,2026-04-14 23:27:26,132421,Al Misnad Services,+974 44117888,,,,,"Doha, Qatar",Doha,,Qatar,Al Misnad Services,http://www.almisnadservices.com,,4394,
cafeterias,https://qatar.arablocal.com/business/view/batteel-caf-doha-branch1,2026-04-14 23:27:28,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/al-ahli-sports-club-swmming-pool,2026-04-14 23:27:30,132421,Al Ahli Sports Club Swmming Pool,+974 40327732,,,,,"Al Nadi St, Doha",Al Nadi St,,Qatar,Al Ahli Sports Club Swmming Pool,http://www.al-ahliclub.com,,4273,
cafeterias,https://qatar.arablocal.com/business/view/pappa-roti,2026-04-14 23:27:32,132421,Pappa Roti,+974 44315246,,,,,"Villaggio Mall, Doha",Villaggio Mall,,Qatar,,http://www.papparoti.com.my,,1897,
industrial,https://qatar.arablocal.com/business/view/qatar-steel-industries-factory,2026-04-14 23:27:34,132421,Qatar Steel Industries Factory,+974 44603365,,,,,"15 Abou Omair, Gate No:81, Doha, Qatar. P.O.Box 11182",15 Abou Omair,Doha,Qatar,"Established in 1980, we have carved an unparalleled position in Qatar Market by making relentless endeavor to cater to our clients with premium quality products. We are a Qatar's leading manufacturer of: MS / GI Square / Rectangular / Round ERW & Hollow Pipes / Tubes | GI Corrugated Roofing Sheets | PU foam Insulated Sandwich Roof / Wall Panels | Angle | MS I BEAMS | MS U Channels | MS Flat Bars | C & Z Purlins | Decking Sheet | Chain Link Fencing | HR / CR / Chequered Coils & Sheets | GI Coi...",http://www.qatarsteelfactory.com,,5089,
business-b2b,https://qatar.arablocal.com/business/view/nys-enterprises-ltd,2026-04-14 23:27:36,132421,Nys Enterprises Ltd,+974 33047161,,,,,"Al Rawabi Street Building 18, Office 215, Doha",Al Rawabi Street Building 18,Office 215,Qatar,Nys Enterprises Ltd,http://www.nysenterprises.ca,,3482,
fitness,https://qatar.arablocal.com/business/view/fitness-time-gym-umm-salal,2026-04-14 23:27:37,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-fereej-consultancy-and-designs,2026-04-14 23:27:39,132421,Al Fereej Consultancy and Designs,+974 44373337,,,,,"Al Fereej Bldg, C Ring Rd P.O.Box 6767",Al Fereej Bldg,,Qatar,Al Fereej Consultancy and Designs,http://www.alfereefgroup.com,,3964,
fitness,https://qatar.arablocal.com/business/view/arab-club-swimming-pool,2026-04-14 23:27:41,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-wafa-carpentry,2026-04-14 23:27:42,132421,Al Wafa Carpentry,+974 44600849,,,,,"St 21, Gate 96, Salwa Ind Area P.O.Box 778",St 21,Gate 96,Qatar,Al Wafa Carpentry,http://www.alwafatrading.com,,3921,
industrial,https://qatar.arablocal.com/business/view/al-ittefaq-steel-trading-and-technical-co-street-18-ar-rayyan,2026-04-14 23:27:44,132421,Al Ittefaq Steel Trading And Technical Co Street 18 Ar Rayyan,+974 44500512,,,,,"Street 18, Ar-Rayyan",Street 18,,Qatar,Al Ittefaq Steel Trading And Technical Co Street 18 Ar Rayyan,,,3918,
industrial,https://qatar.arablocal.com/business/view/al-erada-auto-electrical-and-ac-wrokshop,2026-04-14 23:27:46,132421,Al Erada Auto Electrical And Ac Wrokshop,+974 55190476,,,,,Doha,,,Qatar,Al Erada Auto Electrical And Ac Wrokshop,,,3601,
fitness,https://qatar.arablocal.com/business/view/ain-khalid-gate-lap-pool,2026-04-14 23:27:48,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-misned-trading-and-joinery-wll-al-misned-group-wll,2026-04-14 23:27:50,132421,Al Misned Trading and Joinery Wll Al Misned Group Wll,+974 44651104,+974 44602115,,,,"St 23, Gate 149, Salwa Ind Area P.O.Box 40841",St 23,Gate 149,Qatar,Al Misned Trading and Joinery Wll Al Misned Group Wll,http://www.almisnedtj.cm,0,3573,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-qatar-sport-club,2026-04-14 23:27:52,132421,Tea Time Qatar sport club,+974 50744888,,,,,"Unnamed Road, Doha",Unnamed Road,,Qatar,Tea Time Qatar sport club,http://www.teatimeqatar.com,,1873,
fitness,https://qatar.arablocal.com/business/view/al-reem-gardens-compound,2026-04-14 23:27:54,132421,AL Reem Gardens Compound,+974 50695510,,,,,"Dukhan Hwy, Doha",Dukhan Hwy,,Qatar,AL Reem Gardens Compound,,,3733,
business-b2b,https://qatar.arablocal.com/business/view/arabcal-icon-technical-solutions,2026-04-14 23:27:55,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-sadd-consulting-engineering-co,2026-04-14 23:27:57,132421,Al Sadd Consulting Engineering Co,+974 44655586,,,,,Salwa Commercial Complex P.O.Box 39032,,,Qatar,"In its activities ALSADD CONSULTING includes all types of Architectural and Engineering consultancy services. As a Grade(A) consultancy firm, it is capable of taking the responsibility of designing and supervising all types of buildings and projects.",http://www.alsaddconsult.com,,3221,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-umm-salal-muhammed,2026-04-14 23:27:58,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-muftah-group,2026-04-14 23:27:59,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-sial-manpower-recruitment,2026-04-14 23:28:01,132421,Al Sial Manpower Recruitment,+974 44476467,+974 44428319,,,,"Al Aziziya St, Doha, Qatar P.O.Box 202283",Al Aziziya St,Doha,Qatar,Al Sial Manpower Recruitment,http://www.alsialgroup.com,,2939,
fitness,https://qatar.arablocal.com/business/view/al-messila-swimming-pool,2026-04-14 23:28:04,132421,Al Messila Swimming Pool,+974 33046332,,,,,Doha,,,Qatar,Al Messila Swimming Pool,,,3663,
business-b2b,https://qatar.arablocal.com/business/view/al-shoumoukh-tower,2026-04-14 23:28:04,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/dr-nutrition-doha-festival-city,2026-04-14 23:28:07,132421,Dr Nutrition Doha Festival City,+974 44519165,,,,,Doha Festival City,,,Qatar,Dr Nutrition Doha Festival City,http://www.drnutrition.com,,3610,
business-b2b,https://qatar.arablocal.com/business/view/al-mana-group-wll,2026-04-14 23:28:08,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-watan-aluminium-and-glass,2026-04-14 23:28:11,132421,Al Watan Aluminium and Glass,+974 33417633,,,,,"Road no. 17 Gate No.115 -117 Industrial Area, Doha-Qatar P.O.Box 00000",Road no. 17 Gate No.115 -117 Industrial Area,,Qatar,"• All types of aluminum & glass work; doors, windows, claddings, hand rails, grill,Tempered Glass, Laminated Glass, Insulated Glass, Processed Glass, Mirrors.• All types of stainless-steel works; doors, windows, claddings, hand rails, grills,architectural metal works, decorative articles etc.• Doubling of glass, toughened glass, frameless doors, glass partitions, etc. buildings, residential buildings, villas, schools, hospitals etc.",http://www.alwatanglass.com,,3216,
cafeterias,https://qatar.arablocal.com/business/view/nespresso-blue-salon,2026-04-14 23:28:13,132421,Nespresso Blue Salon,+974 44466120,,,,info@bluesalon.com,Suhaim Bin Hamad Street,,,Qatar,"The Nespresso story began with a simple idea: enable anyone to create the perfect cup of espresso coffee – just like a skilled barista. From its beginning in 1986, Nespresso has redefined and revolutionised the way millions of people enjoy their espresso coffee. It has shaped the global coffee culture. Every Nespresso capsule sold in the world is produced in one of our three state-of-the-art production centres in Switzerland.",http://www.abuissa.com,,1848,
fitness,https://qatar.arablocal.com/business/view/al-arabi-swimming-complex,2026-04-14 23:28:14,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/alwakra-sports-club-swimming-pool,2026-04-14 23:28:15,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/exit-coffee-al-aziziyah,2026-04-14 23:28:18,132421,Exit coffee al aziziyah,+974 77790440,,,,,"55 Othman Bin Affan Street , Doha",55 Othman Bin Affan Street,,Qatar,Exit coffee al aziziyah,,0,1833,
business-b2b,https://qatar.arablocal.com/business/view/al-raed-fresh-foods-processing-company,2026-04-14 23:28:20,132421,Al Raed Fresh Foods Processing Company,+974 33841560,,,,,"Roundabout, Ar-Rayyan, Qatar",Roundabout,Ar-Rayyan,Qatar,Al Raed Fresh Foods Processing Company,http://www.alraedfresh.com,,2648,
industrial,https://qatar.arablocal.com/business/view/al-amer-factory-for-aluminium-foil,2026-04-14 23:28:21,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-lusail,2026-04-14 23:28:22,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/german-fitness-centre-muaither-gym,2026-04-14 23:28:25,132421,German Fitness Centre Muaither Gym,+974 44213409,,,,,"Muaither p.o.box : 202157, Doha",Muaither p.o.box : 202157,,Qatar,German Fitness Centre Muaither Gym,,,3140,
industrial,https://qatar.arablocal.com/business/view/al-jattal-industry-co,2026-04-14 23:28:27,132421,Al Jattal Industry Co,+974 44321954,,,,,"Small & Medium Industry - Building No.?39, Street M, No.?21, Zone No.?81 POBox 10141, Doha",Small & Medium Industry - Building No.?39,Zone No.?81 POBox 10141,Qatar,Al Jattal Industry Co,http://www.aljattal.qa,,3195,
fitness,https://qatar.arablocal.com/business/view/al-rayyan-swimming-pools-wll,2026-04-14 23:28:29,132421,Al Rayyan Swimming Pools Wll,+974 44663332,+974 44663331,,,,"Office 308, D Ring Rd P.O.Box 3366",Office 308,,Qatar,Al Rayyan Swimming Pools Wll,http://www.alrayyanpools.com,,3091,
business-b2b,https://qatar.arablocal.com/business/view/ecco-gulf-wll,2026-04-14 23:28:33,132421,ECCO GULF WLL,+974 44462600,,,,,"P.O. BOX 22466 DOHA, QATAR",P.O. BOX 22466 DOHA,,Qatar,ECCO GULF WLL,http://WWW.AAMAL.COM.QA,,2627,
industrial,https://qatar.arablocal.com/business/view/advanced-plastic-factory,2026-04-14 23:28:35,132421,Advanced Plastic Factory,+974 44114632,+974 40298225,,,,Ar-Rayyan,,,Qatar,"We are pleased to extend our service in Qatar construction market with our new production facility Advanced Plastic Factory W.L.L. The new unit is established to cover the market needs from the pipes U P.V.C, P.P.R, M.D.P.E and H.D.P.E pipes that have good quality.",http://www.advanced-pipe.com,,3151,
fitness,https://qatar.arablocal.com/business/view/city-gym-wakra,2026-04-14 23:28:36,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/tea-bake-juice-stall,2026-04-14 23:28:38,132421,Tea bake Juice Stall,+974 30052173,,,,,"Mehairja St, Doha",Mehairja St,,Qatar,Tea bake Juice Stall,http://www.business.site,,1741,
fitness,https://qatar.arablocal.com/business/view/fitness-time-al-mirqab-mall,2026-04-14 23:28:40,132421,Fitness Time Al Mirqab Mall,+974 33417617,,,,,"Al Mirqab Al Jadeed St, Doha",Al Mirqab Al Jadeed St,,Qatar,Fitness Time Al Mirqab Mall,,,2981,
business-b2b,https://qatar.arablocal.com/business/view/al-noof-recruitment-services,2026-04-14 23:28:43,132421,Al Noof Recruitment Services,+974 44422076,+974 44425869,,,,"Nr Doha Clinic, Al Mergab St, Frij Al Nasr P.O.Box 1282",Nr Doha Clinic,Al Mergab St,Qatar,"Welcome to al noof recruitment service.You'll always find many category of jobs every day as we are the Qatar's biggest recruitment compay. If you are looking for a new job or change you are in the right place. Al noof is the best recruiter on the internet regarding available jobs in Qatar. Our experience and trust, along with the security and simplicity of our website, has ensured us leadership on the world market. So..! find your dream job today! Many companies and institutions are waiting ...",,,2566,
industrial,https://qatar.arablocal.com/business/view/al-sahoo-trading-co-wll,2026-04-14 23:28:45,132421,Al Sahoo Trading Co Wll,+974 44696226,+974 44696446,,,,"Alymana Centre, Salwa Rd P.O.Box 23446",Alymana Centre,,Qatar,Al Sahoo Trading Co Wll,http://www.alsahoo.com,,3060,
business-b2b,https://qatar.arablocal.com/business/view/kheira-holding-wll,2026-04-14 23:28:48,132421,KHEIRA HOLDING WLL,+974 44501338,,,,,"St. 29, Bldg. 164, Zone 81, Al Maha Commercial Complex 1st Floor, Office no. C10, P.O. Box: 10815, New Industrial Area",St. 29,P.O. Box: 10815,Qatar,"Kheira Holding is a diversified Holding company that combines capital, innovation and exceptional services that are managed by our team of experts in their respective fields, directed to exceed customer expectations and deliver superior products and services. we manages businesses in different sectors throughout Qatar.",http://www.kheiraholding.com/,,2556,
industrial,https://qatar.arablocal.com/business/view/al-rowad-for-aluminium-kitchens,2026-04-14 23:28:49,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/tea-time-lusail-marina,2026-04-14 23:28:52,132421,Tea Time Lusail Marina,+974 66623113,,,,,"Lusail Marina, Lusail",Lusail Marina,,Qatar,Tea Time Lusail Marina,,,1737,
fitness,https://qatar.arablocal.com/business/view/reem-alkhaleej-beauty-and-fitness-center,2026-04-14 23:28:53,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-doha-turner-and-metals-foundry,2026-04-14 23:28:55,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-amal-store-for-key-repairing,2026-04-14 23:28:58,132421,Al Amal Store For Key Repairing,+974 55853022,,,,,"842, zone.no 25 Ziyad Bin Eyad St, Doha, Qatar",842,Doha,Qatar,Al Amal Store For Key Repairing,http://www.business.site,,2765,
business-b2b,https://qatar.arablocal.com/business/view/fba-fahad-bin-abdulla-group-fba-commercial,2026-04-14 23:28:59,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
cafeterias,https://qatar.arablocal.com/business/view/batteel-caf-ar-rayyan,2026-04-14 23:29:01,132421,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
industrial,https://qatar.arablocal.com/business/view/al-bayader-international,2026-04-14 23:29:02,132421,Al Bayader International,+974 44114356,,,,,"Unnamed Road, Ar-Rayyan",Unnamed Road,,Qatar,Al Bayader International,http://www.albayader.com,0,2719,
fitness,https://qatar.arablocal.com/business/view/sarins-lady-gym,2026-04-14 23:29:32,132568,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
fitness,https://qatar.arablocal.com/business/view/body-glaze-gents-spa,2026-04-14 23:29:38,132568,Body Glaze Gents Spa,+974 44665857,+974 44659092,,,,"Madinat Khalifa South? Doha, Qatar",Madinat Khalifa South? Doha,,Qatar,Body Glaze Gents Spa,http://www.bodyglaze.net ^ www.bodyglazeqatar.com,,2663,
fitness,https://qatar.arablocal.com/business/view/aspire-ladies-gym,2026-04-14 23:29:41,132568,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-khouri-manpower-supply-woodland-contg,2026-04-14 23:29:42,132568,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/al-jaber-group,2026-04-14 23:29:45,132568,Al Jaber Group,+974 44375940,+974 44372551,,,,"Al Jaber Tower, Museum St, Corniche P.O.Box 22628",Al Jaber Tower,Museum St,Qatar,Al Jaber Group,http://www.aljaberqatar.com,,2370,
business-b2b,https://qatar.arablocal.com/business/view/al-qayed-holding-group,2026-04-14 23:29:47,132568,arablocal.com | 520: Web server is returning an unknown error,,,,,,,,,Qatar,,,,,
business-b2b,https://qatar.arablocal.com/business/view/general-electric-company,2026-04-14 23:29:50,132568,General Electric Company,+974 44242333,,,,,"Al Kinan St, Doha, Qatar",Al Kinan St,Doha,Qatar,General Electric Company,http://www.ge.com,,2337,
business-b2b,https://qatar.arablocal.com/business/view/alamodi-group-for-trading-and-contracting-building-materials,2026-04-14 23:29:53,132568,Alamodi group for trading and contracting building materials,+974 44426456,,,,,"25 Fareeq Bin Dirham, Building - 12,Al Manso ura",25 Fareeq Bin Dirham,Building - 12,Qatar,Alamodi group for trading and contracting building materials,http://www.alamodigroup.qa,,2326,
business-b2b,https://qatar.arablocal.com/business/view/penal-and-correctional-institutions-department,2026-04-14 23:55:38,134130,Penal and Correctional Institutions Department,+974 44695777,,,,,Al Rayyan,,,Qatar,Penal and Correctional Institutions Department,http://www.portal.moi.gov.qa,,2312,
business-b2b,https://qatar.arablocal.com/business/view/alamodi-store,2026-04-14 23:55:42,134130,ALAMODI STORE,+974 44324943,,,,,"Clock Round About,Down Town",Clock Round About,,Qatar,ALAMODI STORE,http://www.alamodigroup.qa,,2247,
business-b2b,https://qatar.arablocal.com/business/view/al-nasr-engineering-and-construction-services-al-nasr-holding,2026-04-14 23:55:44,134130,Al Nasr Engineering and Construction Services Al Nasr Holding,+974 44184367,,,,,"Street 24, Salwa Industrial Area P.O.Box 96712",Street 24,,Qatar,Al Nasr Engineering and Construction Services Al Nasr Holding,http://www.alnasrholding.com,,2227,
